file,Jaro,Winkler,Levenshtein,Ratcliff_Obershelp,Fuzzy,Damerau-Levenshtein,LCSubstring,LCSubsequence
0,60.7596709,68,30.5369128,0.8152174,46,29.3315143,65.85635359,22.78010228
0,64.2954339,60,16.4370079,1.1589404,24,43.4050881,49.39226519,28.2040647
1,66.8259989,70,36.1035422,4.4277929,46,53.746594,73.0017762,36.10354223
1,59.4572198,68,31.8734793,6.5693431,40,46.2287105,44.13854352,31.87347932
1,53.7329013,58,26.0869565,1.9635344,33,33.8008415,38.27708703,26.08695652
0,56.0555351,59,35.4187689,2.9280713,41,50.9327304,25.04440497,32.10310486
0,68.6553204,74,32.136336,2.3333333,42,58.2393755,45.55950266,35.50893551
0,65.432896,58,29.408386,1.8737673,37,39.6065574,29.48490231,33.66733467
1,58.315477,62,28.5223368,3.2646048,34,35.8676976,71.81467181,28.52233677
1,59.4572198,68,31.8734793,5.4744526,40,46.2287105,53.86100386,31.87347932
1,67.0311075,70,38.3863081,2.4449878,45,53.9119804,41.89189189,38.38630807
0,60.4323296,62,36.1445783,3.8343558,44,47.4968711,39.18918919,37.52244165
0,62.3061634,68,38.6388584,1.7437961,45,47.6068922,39.57528958,35.58052434
0,72.4519657,75,37.6237624,3.9961941,44,57.881137,38.41698842,33.27731092
1,53.86583,58,21.6113744,2.2748815,30,24.8815166,74.66666667,21.61137441
1,53.7329013,58,26.0869565,2.2440393,33,33.8008415,59.33333333,26.08695652
1,67.0311075,70,38.3863081,3.1784841,45,53.9119804,52,38.38630807
0,64.2166638,60,20.0345423,1.1441648,42,37.6095618,61.66666667,39.29618768
0,57.4261305,61,34.5165239,1.7844887,39,49.8277842,39,33.52826511
0,67.6142653,69,31.1152765,4.8850575,37,38.6437908,42,24.71395881
1,69.2488953,75,38.3802817,5.0469484,45,54.870892,68.51574213,38.38028169
1,70.4322399,73,38.4942319,2.1857923,50,54.8876746,72.11394303,38.49423194
1,67.7552496,81,36.6812227,5.8951965,45,52.1834061,70.16491754,36.68122271
0,66.9484146,77,35.7142857,2.7861902,47,47.7837311,71.06446777,38.22055138
0,63.6964938,70,36.9565217,1.7125382,37,52.6315789,38.98050975,37.5083724
0,62.9970182,73,34.0425532,5.9676044,42,57.4234093,51.72413793,38.02816901
1,69.2488953,75,38.3802817,4.9295775,45,54.870892,58.24493732,38.38028169
1,78.1955679,80,38.3738225,2.9747149,52,59.79177,69.43105111,38.37382251
1,75.7768146,81,37.6930064,4.359673,48,58.35604,72.13114754,37.69300636
0,70.3926045,77,32.2793149,2.4539877,29,50.6840796,38.37994214,37.49424228
0,75.3166823,62,33.880499,2.3111845,43,53.084223,61.33076181,37.91929995
0,65.1258507,63,35.6555129,2.2582922,42,40.2826855,55.35197686,27.85185185
1,70.4322399,73,38.4942319,2.0643594,50,54.8876746,58.87755102,38.49423194
1,78.1955679,80,38.3738225,4.4620724,52,59.79177,63.16326531,38.37382251
1,75.7668034,78,37.7622378,4.2890443,52,57.8088578,68.16326531,37.76223776
0,72.6597137,65,30.3964758,1.994302,38,44.269341,65.20408163,38.54875283
0,74.3816865,70,28.7234043,1.1811024,48,57.6665177,75.91836735,32.1903429
0,52.7909561,66,32.1452589,2.743305,44,44.1810345,49.79591837,31.11739745
1,67.7552496,81,36.6812227,6.441048,45,52.1834061,52.78969957,36.68122271
1,75.7768146,81,37.6930064,2.4523161,48,58.35604,70.55793991,37.69300636
1,75.7668034,78,37.7622378,4.3822844,52,57.8088578,70.04291845,37.76223776
0,70.2116436,67,38.2908792,1.3377926,37,36.6906475,66.69527897,25.01708817
0,62.3532476,78,29.8642534,1.1385199,43,59.0660496,40.8583691,37.86191537
0,62.6405047,68,29.5585413,1.7083588,39,39.731286,69.27038627,28.26766729
1,74.7873405,85,41.1267606,2.6559356,47,58.832998,70.51865332,41.12676056
1,70.6666393,82,40.5473533,5.5455528,48,56.6798704,75.34121929,40.54735326
1,65.6521121,79,35.9853121,3.3047736,43,49.2044064,54.14012739,35.98531212
0,74.3338312,68,26.3906391,1.9351717,46,56.6476979,46.04185623,37.773549
0,59.638824,71,38.5886556,2.5127601,43,57.95,71.79253867,38.26594414
0,55.3327891,65,35.676932,3.3379694,41,36.2165963,34.12192903,35.79849946
1,74.7873405,85,41.1267606,2.8169014,47,58.832998,68.54256854,41.12676056
1,76.6874836,86,40.7963446,4.6344648,51,59.4321149,81.52958153,40.79634465
1,62.5884536,78,35.9187923,3.1233732,41,44.9245185,54.32900433,35.9187923
0,71.5722815,63,33.7817638,2.6302971,43,38.919214,71.57287157,37.72151899
0,73.6012332,74,28.280543,2.4634334,44,57.850912,73.23232323,25.90011614
0,55.3837101,65,34.5303867,0.6305833,39,39.0414647,37.59018759,24.81071637
1,70.6666393,82,40.5473533,3.2409075,48,56.6798704,73.95709178,40.54735326
1,76.6874836,86,40.7963446,4.6344648,51,59.4321149,79.67818832,40.79634465
1,59.6270667,76,32.2638952,2.4401265,41,39.7650249,57.33015495,32.26389516
0,58.5933333,73,35.8550039,2.2959184,45,30.8139535,74.37425507,27.46543779
0,58.5006994,72,38.1432896,4.6186144,42,48.1230032,68.77234803,36.94891533
0,53.7325733,59,27.5956284,0.4127115,26,19.4708995,54.58879619,30.56882327
1,65.6521121,79,35.9853121,4.8959608,43,49.2044064,74.57943925,35.98531212
1,62.5884536,78,35.9187923,2.7069235,41,44.9245185,80.93457944,35.9187923
1,59.6270667,76,32.2638952,2.4401265,41,39.7650249,87.10280374,32.26389516
0,73.9080836,77,33.1341662,1.6949153,23,52.8654971,92.52336449,37.70491803
0,73.3469118,76,39.4184168,3.9383562,43,49.5736906,76.07476636,17.43137648
0,59.1989406,69,34.6153846,2.7726433,40,57.2874494,33.64485981,36.75799087
1,76.7418675,86,38.5849445,3.2085561,46,58.4121761,67.86971831,38.58494447
1,75.3989893,78,38.0804954,3.4829721,48,57.2368421,72.97535211,38.08049536
1,69.9317721,82,37.1700106,3.1678986,44,55.1742344,51.23239437,37.17001056
0,75.494034,77,32.5468845,1.9090399,32,58.6734694,58.09859155,29.51251647
0,73.60683,63,28.2193959,1.9690577,43,57.2642655,56.16197183,37.34479465
0,58.4610474,63,32.0351759,1.7307692,31,52.7389903,32.04225352,31.85840708
1,76.7418675,86,38.5849445,2.1390374,46,58.4121761,67.41312741,38.58494447
1,78.6799577,81,39.7375137,4.7393365,54,58.9500547,80.38610039,39.73751367
1,68.2066767,81,35.6551388,2.5328787,48,52.0701413,59.22779923,35.65513882
0,58.0282557,62,35.9561278,2.3843586,47,53.4639274,65.86872587,31.93370166
0,56.4028891,70,32.1523004,0.9661836,37,24.3056306,88.10810811,34.94461229
0,61.5272514,67,32.7783559,1.442091,38,31.2189055,55.05791506,31.82055295
1,75.3989893,78,38.0804954,1.3157895,48,57.2368421,70.64917127,38.08049536
1,78.6799577,81,39.7375137,3.2810791,54,58.9500547,79.28176796,39.73751367
1,65.3671342,69,35.7207616,5.7116954,47,50,64.98618785,35.72076156
0,75.8738001,60,32.1734745,1.2658228,32,35.6759657,63.67403315,38.23406914
0,68.1872417,65,24.3167875,3.0852995,46,48.2566248,66.64364641,38.72942977
0,63.6434102,67,28.1200632,3.7906881,34,28.9714286,42.61049724,28.24387702
1,69.9317721,82,37.1700106,4.1182682,44,55.1742344,66.09498681,37.17001056
1,68.2066767,81,35.6551388,2.4354603,48,52.0701413,67.67810026,35.65513882
1,65.3671342,69,35.7207616,7.0716228,47,50,75.85751979,35.72076156
0,70.2268391,66,14.2726021,2.4271845,46,57.6730906,44.19525066,31.75803403
0,74.974203,73,37.0111732,2.9016658,44,50.2172024,49.86807388,37.34853885
0,72.198227,73,34.24,2.8122415,47,56.3184806,65.4353562,33.82239382
1,68.5260099,72,37.316958,3.023146,48,52.810581,63.97003745,37.31695796
1,71.0677694,83,37.6996805,4.929256,53,54.5413053,69.06367041,37.69968051
1,67.2366473,71,37.53111,5.1767048,48,50.3235441,64.64419476,37.53111
0,64.9859852,77,35.6816102,3.6981509,47,57.3130649,61.12359551,34.69971401
0,74.4232132,77,37.2655008,1.931201,38,56.6275168,63.67041199,36.69885865
0,56.3398273,74,37.4416098,1.3087448,45,58.1386992,33.10861423,31.5301391
1,68.5260099,72,37.316958,5.4794521,48,52.810581,82.60869565,37.31695796
1,76.8379199,79,41.3919414,5.3724054,56,60.989011,72.89002558,41.39194139
1,75.6602024,85,43.2692308,10.1648352,54,61.8818681,72.6342711,43.26923077
0,62.2650023,77,38.0249716,3.0907278,40,55.5958549,65.60102302,36.4599894
0,68.8570666,68,36.3468635,1.5772871,44,54.6537602,58.31202046,35.91800357
0,69.805814,74,36.3520408,4.2620363,42,58.9216945,76.98209719,37.5
1,71.0677694,83,37.6996805,5.7507987,53,54.5413053,80.37383178,37.69968051
1,76.8379199,79,41.3919414,5.006105,56,60.989011,67.99065421,41.39194139
1,75.6568424,78,44.8366013,4.1830065,55,60.4575163,68.45794393,44.83660131
0,74.4389156,75,35.0957854,3.930131,46,58.1530343,57.24299065,34.0562249
0,61.0358336,77,33.5078534,2.82203,44,55.9803922,43.3411215,36.92838654
0,74.8215472,75,35.5742297,1.6608997,39,56.4993565,41.47196262,33.30821402
1,67.2366473,71,37.53111,4.6789447,48,50.3235441,79.97032641,37.53111
1,75.6602024,85,43.2692308,3.8461538,54,61.8818681,75.22255193,43.26923077
1,75.6568424,78,44.8366013,6.9281046,55,60.4575163,81.15727003,44.83660131
0,75.0038371,67,38.2107657,3.5618878,38,58.677686,94.3620178,39.43661972
0,73.9559945,76,38.5723231,1.5841584,51,58.5543767,62.61127596,33.06930693
0,76.0490385,75,39.0728477,1.7305315,36,45.2182952,66.46884273,35.93073593
1,61.6761795,66,36.2009635,2.752925,44,47.5567791,72.46696035,36.20096352
1,61.1084083,77,33.8919926,9.8075729,40,43.823712,79.5154185,33.89199255
1,68.7588938,72,39.0950226,6.1538462,46,56.3800905,57.48898678,39.09502262
0,62.8389568,59,36.3636364,5.4393305,37,44.1365979,63.65638767,34.54157783
0,69.4887671,66,32.0406866,1.6806723,27,59.2680047,64.97797357,34.36853002
0,54.3627654,71,34.7075743,2.0389249,40,55.5348837,46.25550661,35.79418345
1,61.6761795,66,36.2009635,2.4776325,44,47.5567791,54.75475475,36.20096352
1,74.9724742,77,38.961039,3.5250464,51,58.580705,67.86786787,38.96103896
1,68.4992445,75,36.969697,6.1818182,51,54.1212121,57.95795796,36.96969697
0,76.546625,75,38.6254893,1.7071569,45,40.7788391,60.06006006,35.29411765
0,66.0332055,80,35.3914704,1.1524823,32,54.2342342,65.56556557,37.97856049
0,61.026573,60,34.416826,1.4656144,46,51.1068944,40.64064064,29.40298507
1,61.1084083,77,33.8919926,2.9795158,40,43.823712,46.84528954,33.89199255
1,74.9724742,77,38.961039,1.2987013,51,58.580705,59.80985307,38.96103896
1,66.4279693,70,36.8362832,2.5442478,49,51.5486726,61.019879,36.83628319
0,76.2849575,76,28.8347597,1.5647922,38,57.8465063,48.91961971,37.87878788
0,63.8387233,61,39.0445567,1.343785,35,55.6002009,67.07000864,37.51861042
0,69.2275647,75,37.4664107,0.7490637,35,49.2630385,38.37510804,28.75816993
1,68.7588938,72,39.0950226,2.8959276,46,56.3800905,49.92319508,39.09502262
1,68.4992445,75,36.969697,3.5151515,51,54.1212121,64.20890937,36.96969697
1,66.4279693,70,36.8362832,2.3230088,49,51.5486726,72.96466974,36.83628319
0,70.4901322,77,32.1223709,2.6122449,44,52.6863085,60.52227343,37.54448399
0,60.1927832,74,38.2746051,2.9866667,42,50.8446866,63.90168971,32.12237094
0,72.3645088,73,37.2391653,3.3195021,41,57.7592206,61.44393241,35
1,65.910567,80,38.7919463,5.7718121,44,50.4026846,72.83950617,38.79194631
1,69.9613194,73,43.1496063,6.1417323,51,56.2204724,76.33744856,43.1496063
1,69.9002705,73,42.4317618,4.7146402,48,56.5756824,50.82304527,42.43176179
0,60.283648,73,36.0567184,1.744186,40,49.1701245,62.34567901,36.43292683
0,60.8946052,75,38.3314543,8.8421053,48,34.9671772,62.75720165,34.28174879
0,73.7251771,75,36.779661,4.1304348,44,56.803653,44.23868313,34.82517483
1,65.910567,80,38.7919463,2.9530201,44,50.4026846,63.94422311,38.79194631
1,76.0434189,78,41.163311,8.5011186,58,59.6756152,80.57768924,41.16331096
1,59.0019015,63,31.7220544,1.3595166,43,39.4259819,57.07171315,31.72205438
0,73.0135666,79,38.6853448,1.9011407,43,59.1275486,46.31474104,31.74603175
0,76.3230267,76,39.5496818,1.3503909,44,38.9387145,43.32669323,36.76646707
0,57.5415512,66,38.0713209,2.4064171,40,51.8072289,75.59760956,34.41603317
1,69.9613194,73,43.1496063,3.4645669,51,56.2204724,67.21938776,43.1496063
1,76.0434189,78,41.163311,7.4944072,58,59.6756152,79.71938776,41.16331096
1,62.0095821,66,35.8695652,1.2681159,49,45.2898551,57.90816327,35.86956522
0,70.8180242,77,40.2359882,3.0449827,32,55.7792692,66.45408163,37.46958637
0,60.4692336,72,30.6465899,5.2845528,45,58.276644,45.40816327,36.32478632
0,56.9661514,76,37.5496313,3.5555556,44,44.2959002,58.29081633,34.29991715
1,69.9002705,73,42.4317618,4.2183623,48,56.5756824,64.375,42.43176179
1,59.0019015,63,31.7220544,3.4743202,43,39.4259819,74.375,31.72205438
1,62.0095821,66,35.8695652,5.4347826,49,45.2898551,82.1875,35.86956522
0,67.503465,62,13.1404175,1.6977929,40,12.5,47.5,35.07109005
0,55.5629653,58,20.5479452,2.2566996,29,29.6943231,63.125,29.38461538
0,64.1743271,71,33.1797235,2.4663677,32,54.0372671,49.6875,33.14669653
1,74.6749726,77,43.4417629,4.1972718,56,58.7618048,64.77541371,43.44176285
1,68.6028788,72,40,5.2261307,49,57.2864322,72.81323877,40
1,74.0487742,77,43.0409357,16.6081871,55,60.3508772,63.12056738,43.04093567
0,61.5296826,71,28.1167109,1.6949153,35,22.8562321,50.11820331,27.33050847
0,58.6238937,65,31.4265025,2.0804438,36,32.3863636,55.55555556,38.42364532
0,71.8837735,74,34.7740668,1.352657,46,53.6519387,58.86524823,28.55504587
1,74.6749726,77,43.4417629,3.3578174,56,58.7618048,57.54716981,43.44176285
1,73.8082489,76,39.9274047,12.8856624,51,60.3448276,66.22641509,39.92740472
1,74.0818218,84,41.5800416,7.9002079,55,60.3950104,57.73584906,41.58004158
0,62.3532476,69,35.4019746,4.4268775,45,56.4381271,62.26415094,34.88372093
0,63.5849018,75,32.4483776,2.1668472,32,55.0438596,51.50943396,34.76599809
0,68.1235891,72,36.0685302,2.0632737,44,33.6258476,39.24528302,37.72241993
1,68.6028788,72,40,7.638191,49,57.2864322,51.04895105,40
1,73.8082489,76,39.9274047,9.2558984,51,60.3448276,57.34265734,39.92740472
1,71.2590874,74,39.2430279,4.3824701,50,57.3705179,51.92307692,39.24302789
0,61.813856,68,28.3424715,5.5158325,42,12.3446659,53.4965035,36.25325239
0,62.5462745,68,30.7314678,3.8461538,42,52.1568627,56.46853147,35.16483516
0,69.2916596,74,36.349454,2.1184778,44,57.918552,55.41958042,36.69250646
1,74.0487742,77,43.0409357,8.1871345,55,60.3508772,53.00925926,43.04093567
1,74.0818218,84,41.5800416,10.1871102,55,60.3950104,57.17592593,41.58004158
1,71.2590874,74,39.2430279,7.7689243,50,57.3705179,56.48148148,39.24302789
0,59.5382168,67,31.8149965,5.5276382,40,58.4352078,33.56481481,33.98373984
0,58.2215744,64,9.0107271,0.7794232,44,6.8916548,58.10185185,21.07877928
0,70.3580207,67,37.8313253,3.7533512,50,56.9521691,37.73148148,36.50385604
1,57.8194076,62,29.4596595,5.3293856,45,36.4914878,53.33969466,29.45965951
1,57.5628007,66,29.7840655,3.7230082,43,35.889799,54.96183206,29.78406552
1,67.8241319,71,39.7748593,8.1300813,50,52.0950594,67.7480916,39.77485929
0,73.6315562,78,38.8482633,3.4050179,35,51.6441675,46.3740458,34.89519112
0,75.589535,72,30.8743169,2.2099448,48,48.4790875,55.53435115,36.68639053
0,65.4154237,73,33.7349398,2.9119788,44,50.0311526,47.99618321,34.09230769
1,57.8194076,62,29.4596595,9.6225019,45,36.4914878,77.22772277,29.45965951
1,74.0683045,77,38.1270903,3.3444816,50,60.0334448,54.45544554,38.1270903
1,65.8019184,69,35.8313817,10.3044496,48,50.3512881,70.62706271,35.83138173
0,70.2786781,59,29.6296296,7.9320113,32,30.3418803,58.41584158,28.54686156
0,56.6106836,58,34.9714286,1.2607691,34,47.942158,56.43564356,33.50253807
0,57.9382644,73,36.038961,1.6184971,32,59.0062112,21.12211221,31.30608175
1,57.5628007,66,29.7840655,6.7014147,43,35.889799,81.3559322,29.78406552
1,74.0683045,77,38.1270903,9.0301003,50,60.0334448,56.61016949,38.1270903
1,64.8368255,68,40.4255319,7.0921986,51,51.4184397,68.13559322,40.42553191
0,65.9657898,68,29.0598291,3.9694656,42,25.076297,54.57627119,29.05982906
0,65.6907342,70,31.9917441,2.3877746,34,36.1046959,54.91525424,34.4459279
0,63.4798889,74,31.8807339,2.7180068,40,53.5192563,63.72881356,33.655706
1,67.8241319,71,39.7748593,8.7554722,50,52.0950594,74.77313975,39.77485929
1,65.8019184,69,35.8313817,13.3489461,48,50.3512881,54.44646098,35.83138173
1,64.8368255,68,40.4255319,4.7281324,51,51.4184397,52.81306715,40.42553191
0,72.1222778,65,36.6225839,2.7925532,47,52.4096386,40.29038113,32.62777491
0,65.2863394,68,37.0762712,2.4820379,46,19.4927102,43.19419238,37.98785776
0,69.9926374,74,36.2416107,2.8608583,44,57.0019724,51.17967332,35.06493506
1,74.2301145,77,41.5635179,5.6026059,58,59.6091205,71.58808933,41.56351792
1,67.6199949,71,42.7109974,12.3614663,64,52.855925,88.70967742,42.71099744
1,76.0730325,78,41.1154345,6.3553826,50,59.4033722,65.63275434,41.1154345
0,67.4432211,68,38.3077638,5.58109,41,58.6734694,74.56575682,32.82828283
0,71.0549777,75,39.2857143,2.7654867,45,54.7439759,72.9528536,37.66720171
0,57.690885,63,32.3426573,2.8708134,42,59.0452261,52.23325062,37.65786452
1,74.2301145,77,41.5635179,4.9511401,58,59.6091205,76.26886145,41.56351792
1,64.630653,68,38.4310269,3.9665051,55,49.4490965,80.38408779,38.43102688
1,74.8948304,77,37.9522184,6.1433447,49,58.2935154,57.3388203,37.95221843
0,63.6630242,71,37.4937842,3.2686415,44,45.0571895,48.55967078,36.62404092
0,70.2181766,76,37.6923077,1.5503876,45,51.6883117,62.41426612,36.86806412
0,72.7413716,84,34.4544709,2.32378,45,40.8773679,33.33333333,35.71966843
1,67.6199949,71,42.7109974,13.5549872,64,52.855925,81.1038961,42.71099744
1,64.630653,68,38.4310269,4.3190833,55,49.4490965,71.68831169,38.43102688
1,65.5837681,79,36.0281195,4.6572935,50,48.6818981,67.4025974,36.02811951
0,57.7464933,76,26.4705882,1.0338346,45,50.56938,59.22077922,39.98559078
0,63.3143474,67,35.4981848,3.7974684,49,50.572762,51.68831169,37.18786016
0,55.7289531,65,26.2295082,1.8081366,32,39.1346621,37.53246753,30.51979018
1,76.0730325,78,41.1154345,4.4098573,50,59.4033722,70.65217391,41.1154345
1,74.8948304,77,37.9522184,5.8703072,49,58.2935154,61.82065217,37.95221843
1,65.5837681,79,36.0281195,4.745167,50,48.6818981,76.22282609,36.02811951
0,72.5772694,69,36.7945824,4.6183451,48,53.1363401,45.10869565,38.04116395
0,75.1419852,72,33.0747244,1.9539428,49,44.3307087,45.10869565,37.61609907
0,74.1954989,66,35.9803233,3.5613871,45,56.2833206,41.30434783,37.0565046
1,67.3327572,71,36.3636364,6.3146434,48,51.1703865,80.16975309,36.36363636
1,60.4529352,64,31.5158778,4.2340723,41,40.7030158,85.72530864,31.51587777
1,68.9968831,72,37.7424023,6.7149059,50,53.6903039,82.71604938,37.74240232
0,73.5284263,75,26.3641937,2.860286,49,37.3897707,52.23765432,34.51725863
0,62.1020218,75,37.5162831,1.4989293,42,54.1628822,44.90740741,35.0963915
0,69.2571533,63,27.6346604,1.7521902,42,30.8510638,49.07407407,35.63880884
1,67.3327572,71,36.3636364,6.3146434,48,51.1703865,68.75525652,36.36363636
1,71.5058025,74,37.97011,3.3174577,51,54.8694367,88.47771236,37.97011003
1,79.3053602,81,42.8476967,5.730659,56,61.1417236,85.87047939,42.84769672
0,70.1460051,62,21.7065334,1.4218009,47,59.7116375,50.7569386,16.59782201
0,51.5873333,60,27.2041953,2.728513,31,49.2156863,46.34146341,23.48829081
0,56.7398122,59,19.5174649,0.736377,31,31.1860941,44.02859546,21.34670487
1,60.4529352,64,31.5158778,4.4737368,41,40.7030158,74.37348424,31.51587777
1,71.5058025,74,37.97011,4.0729184,51,54.8694367,83.85879817,37.97011003
1,69.7149574,73,38.5349233,3.1005111,54,53.4923339,86.17623282,38.53492334
0,54.58234,64,19.9206905,1.3856813,30,31.4204669,57.36998114,18.7012987
0,59.9158202,54,20.3078337,3.1005111,36,38.7543253,68.66073835,28.63626986
0,48.2029692,56,14.4126357,0.6690562,24,28.7310098,42.84559418,25.12562814
1,68.9968831,72,37.7424023,6.3675832,50,53.6903039,74.61787865,37.74240232
1,79.3053602,81,42.8476967,6.8767908,56,61.1417236,84.85409912,42.84769672
1,69.7149574,73,38.5349233,5.2470187,54,53.4923339,93.05233905,38.53492334
0,71.8368799,77,35.5658199,2.1900389,30,59.263469,74.10838351,23.27552987
0,59.7932677,62,34.5771144,0.9360374,36,51.0059172,60.12042612,35.3335364
0,55.9400446,63,28.4908322,0.904685,27,34.4614265,52.29272811,18.68932039
1,76.0250328,86,64.3422655,4.2326431,94,67.8136419,89.32869751,64.34226553
1,52.2949126,71,19.0211088,1.762932,23,22.7093482,52.12623696,19.02110879
1,50.4617627,70,15.8714936,1.9180053,23,18.2450252,40.25140412,15.87149365
0,51.267467,57,33.2840237,1.5144562,31,22.7842227,64.58946242,26.79848549
0,56.0016155,70,19.7878229,2.9927519,43,40.1980198,48.99705804,20.18135317
0,52.171795,57,17.7589852,0.8382969,22,22.9877059,42.17705269,17.52407799
1,76.0250328,86,64.3422655,4.7503045,94,67.8136419,98.37398374,64.34226553
1,53.8619013,72,22.8168186,2.2934431,26,28.0505734,55.8854719,22.81681858
1,51.5994953,71,18.8899111,1.9012573,22,22.5697639,42.45316366,18.88991107
0,54.1612866,58,32.6419753,2.0534991,36,18.9453742,55.14316013,24.24063698
0,59.5742235,77,31.3915034,1.599016,45,44.011072,60.9049134,19.29339478
0,65.7735148,58,15.1244416,2.5798886,46,23.3404711,46.73029339,25.66875356
1,52.2949126,71,19.0211088,2.9691487,23,22.7093482,79.02097902,19.02110879
1,53.8619013,72,22.8168186,3.1755366,26,28.0505734,77.0979021,22.81681858
1,77.5668005,87,84.2629482,77.689243,98,85.059761,87.06293706,84.26294821
0,60.6840182,72,35.0174216,4.1931385,41,56.2,52.0979021,33.35447051
0,57.6090154,67,36.2162162,2.4390244,41,57.9234973,43.35664336,33.02639656
0,72.3050448,74,34.9614396,1.9988895,42,46.9267139,42.65734266,32.24400871
1,50.4617627,70,15.8714936,2.9729082,23,18.2450252,78.7037037,15.87149365
1,51.5994953,71,18.8899111,2.6985587,22,22.5697639,75.46296296,18.88991107
1,77.5668005,87,84.2629482,77.689243,98,85.059761,99.76851852,84.26294821
0,51.8245858,65,34.5238095,2.7758007,39,29.8806479,62.5,31.1076198
0,56.5558134,64,30.3114187,4.4776119,39,31.9405757,60.64814815,33.88804841
0,66.7959981,70,33.6215178,3.6208733,39,48.084441,49.07407407,35.1010101
1,58.948451,63,36.6197183,18.1338028,56,42.693662,51.8957346,36.61971831
1,71.6603241,83,39.2932862,9.4699647,49,56.6784452,58.41232227,39.29328622
1,66.9722552,80,41.1446249,12.5290023,51,53.2869296,58.29383886,41.1446249
0,71.2885479,77,37.0610481,2.4817518,43,52.9585799,51.54028436,37.25055432
0,66.4285714,60,34.9370836,3.7858302,45,54.6823529,52.8436019,33.85416667
0,72.5501798,73,37.526959,2.4983563,42,58.7037037,47.51184834,36.00293902
1,58.948451,63,36.6197183,13.556338,56,42.693662,87.67123288,36.61971831
1,65.5654762,69,38.4704519,14.1367323,44,50.1738123,59.5890411,38.47045191
1,69.5199804,73,47.2334683,26.9905533,57,58.974359,72.60273973,47.23346829
0,52.937801,56,19.8347107,2.7987083,32,45.5005056,32.19178082,24.43324937
0,53.9823608,71,30.7560137,1.1958146,39,57.8947368,59.5890411,32.36180905
0,60.6926295,71,34.9323493,3.5805627,41,42.5733207,46.91780822,35.30864198
1,71.6603241,83,39.2932862,7.0671378,49,56.6784452,72.67950963,39.29328622
1,65.5654762,69,38.4704519,13.9049826,44,50.1738123,37.82837128,38.47045191
1,75.1801759,85,40.7843137,10.5882353,50,59.7058824,47.11033275,40.78431373
0,61.8699545,73,33.9478703,3.1031808,44,56.13851,49.38704028,36.61290323
0,69.5155306,76,31.2433581,0.880088,41,49.3708808,47.81085814,32.50539957
0,71.0841718,72,37.3161765,1.7825312,39,55.8932543,44.30823117,36.56093489
1,66.9722552,80,41.1446249,14.3851508,51,53.2869296,77.72828508,41.1446249
1,69.5199804,73,47.2334683,22.9419703,57,58.974359,57.68374165,47.23346829
1,75.1801759,85,40.7843137,10.7843137,50,59.7058824,55.90200445,40.78431373
0,74.7344413,77,31.2835821,2.2727273,38,42.9924242,65.25612472,17.14422159
0,68.9478617,74,37.236534,6.1016949,36,53.90625,65.03340757,36.82008368
0,72.9058109,75,35.3846154,4.0609137,36,58.254717,42.9844098,32.59152907
1,69.6972038,73,38.4679434,5.6619484,46,54.8709409,70.32258065,38.46794338
1,73.3075319,76,39.5061728,9.8765432,48,58.698092,58.06451613,39.50617284
1,69.410009,76,39.8956975,5.4758801,48,54.8891786,52.90322581,39.89569752
0,61.8580713,60,36.3484087,2.3616236,39,43.2317073,43.87096774,35.64356436
0,63.4804346,64,28.7281796,2.1089631,34,49.6453901,58.49462366,33.72657876
0,68.7057118,74,34.8565356,5.721393,41,58.1714286,43.65591398,35.1826793
1,69.6972038,73,38.4679434,3.3305579,46,54.8709409,56.79347826,38.46794338
1,68.9955936,81,47.1600688,16.5232358,57,58.2616179,69.29347826,47.16006885
1,62.7701513,66,34.6820809,11.1753372,47,44.6050096,59.7826087,34.68208092
0,63.1068526,64,36.0674811,3.5264484,40,58.2013933,74.45652174,35.55982701
0,66.1163155,74,32.4409449,3.449692,44,52.9808191,48.23369565,36.77221655
0,72.9952053,73,37.0597243,3.7894737,45,45.2513966,44.42934783,33.61188487
1,73.3075319,76,39.5061728,6.0606061,48,58.698092,61.03286385,39.50617284
1,68.9955936,81,47.1600688,19.4492255,57,58.2616179,83.8028169,47.16006885
1,70.1689582,73,38.7362637,12.0879121,48,55.2197802,53.75586854,38.73626374
0,66.3210569,74,38.1454162,2.0696143,44,57.0696721,50.93896714,25.41899441
0,54.1546715,73,30.0242131,4.475043,36,25.6627784,70.89201878,30.75812274
0,65.6932332,71,38.7332521,3.4624897,44,53.2374101,52.58215962,33.18518519
1,69.410009,76,39.8956975,6.5189048,48,54.8891786,63.24503311,39.89569752
1,62.7701513,66,34.6820809,6.3583815,47,44.6050096,84.43708609,34.68208092
1,70.1689582,73,38.7362637,10.989011,48,55.2197802,59.60264901,38.73626374
0,55.3006273,65,26.0173449,2.2707424,22,45.8860759,56.95364238,22.37914177
0,55.2935612,58,30.1324503,3.164557,34,20.1865672,47.35099338,28.8490284
0,62.1771452,58,24,2.0740741,35,56.2857143,53.64238411,31.75487465
1,83.1414821,90,96.7172954,96.1293484,98,97.5992161,98.42364532,96.71729544
1,76.0002333,86,45.4746137,11.7439294,63,61.192053,85.71428571,45.47461369
1,65.1982837,69,57.0446735,55.6701031,96,58.4879725,79.31034483,57.04467354
0,68.3643312,61,35.07109,3.3789954,48,53.934301,59.7044335,33.06010929
